,eid,doi,title,year,citedby_count,cache_file_mdate,abstract
2-s2.0-85121270226,2-s2.0-85121270226,10.1039/d1ta06473h,Self-adhesive flexible patches of oxide heterojunctions with tailored band alignments for electrocatalytic H2O2generation,2021,1,2023-05-01 10:46:48,"© The Royal Society of Chemistry.The new class of oxide heterojunctions with mixed dimensionalities holds great promise for energy and environmental applications. However, the existing fabrication strategies typically involve low-yield and multistep processes leading to the formation of powders that necessitate binding agents when used for electrochemical applications; thereby, the durability and performance of the resultant electrode may be adversely impacted. To address these challenges, the present work first reports a high-temperature counter-current gas flow technique for rapid fabrication (5-10 min) of centimetre-size, self-adhesive, free-standing 3D patches made of ZnO-based woven nanowires. Furthermore, the high applicability of the method was shown by layer-by-layer assembly of the ZnO and layers of 0D heteroatoms including Bi2O3, CdO, SnO2, and carbon forming stratified oxide heterojunction (SOH) nanostructures with midgap states within their electronic bandgap region. This work is innovative in that the ZnO and the fabricated SOHs are synthesised through a sustainable and large-scale method based on microrecycling of waste materials. The engineering of the electronic band positions can modify the functionality of the SOH patches by optimising the potentials required for catalytic reactions. As a representative, the SOH nanostructures were tested for anodic electrocatalytic water oxidation to H2O2. The results showed that the ZnO-CdO patch has the lowest overpotential of 150 mV and outstanding stability at 2.33 V vs. RHE. Furthermore, the results of first-principles density functional theory (DFT) calculations (i) confirmed realignments of the band position due to the formation of midgap states, and (ii) revealed that significant improvements in the electrocatalytic H2O2 performance can be achieved with overpotentials as low as 0.19 and 0.31 V for ZnO-CdO and ZnO-Bi2O3, respectively. This work offers an ultrafast fabrication strategy to synthesise binder-free SOH nanostructures with an engineered electronic structure that can be an alternative to state-of-the-art noble metal electrocatalysts such as Pt."
2-s2.0-85121218576,2-s2.0-85121218576,10.1039/d1na00576f,Highly stable and bright blue light-emitting diodes based on carbon dots with a chemically inert surface,2021,3,2023-05-01 10:46:52,"© The Royal Society of Chemistry.The manufacture of blue light-emitting diodes (LEDs) has always been a tough problem to solve in the display and illumination fields. Inorganic/organic semiconductors and carbon dots (CDs) with a wide band gap still face obstacles such as a low external quantum efficiency (EQE) and poor stability. Herein, we synthesized highly stable and blue emission CDs with a chemically inert surface, and the photoluminescence (PL) peak (in ultra-pure water) of which is located at 446 nm with an absolute PL quantum yield (PLQY) of 26.4%. The LEDs based blue emission CDs exhibit an electroluminescence (EL) peak located at 456 nm and a high brightness of 223 cd m-2 with an EQE of 0.856%. The Commission Internationale del'Eclairage (CIE) coordinates are located at (0.21, 0.23) and the device lifetime with 65% brightness (T65) reaches over 217 h because of the chemically inert surface of the CDs. The results mean the devices are the most stable CDs-LEDs reported to date. This work represents a novel route for the preparation of low cost, highly stable and very bright CDs-LEDs with a short wavelength emission. This journal is"
2-s2.0-85121138438,2-s2.0-85121138438,10.1039/d1sc05519d,Probing the local activity of CO2reduction on gold gas diffusion electrodes: Effect of the catalyst loading and CO2pressure,2021,7,2023-05-01 10:46:54,"© The Royal Society of Chemistry.Large scale CO2 electrolysis can be achieved using gas diffusion electrodes (GDEs), and is an essential step towards broader implementation of carbon capture and utilization strategies. Different variables are known to affect the performance of GDEs. Especially regarding the catalyst loading, there are diverging trends reported in terms of activity and selectivity, e.g. for CO2 reduction to CO. We have used shear-force based Au nanoelectrode positioning and scanning electrochemical microscopy (SECM) in the surface-generation tip collection mode to evaluate the activity of Au GDEs for CO2 reduction as a function of catalyst loading and CO2 back pressure. Using a Au nanoelectrode, we have locally measured the amount of CO produced along a catalyst loading gradient under operando conditions. We observed that an optimum local loading of catalyst is necessary to achieve high activities. However, this optimum is directly dependent on the CO2 back pressure. Our work does not only present a tool to evaluate the activity of GDEs locally, it also allows drawing a more precise picture regarding the effect of catalyst loading and CO2 back pressure on their performance."
2-s2.0-85121118816,2-s2.0-85121118816,10.1021/acsomega.1c03115,Enhancing the Overall Electrocatalytic Water-Splitting Efficiency of Mo2C Nanoparticles by Forming Hybrids with UiO-66 MOF,2021,5,2022-11-19 17:04:54,"© 2021 The Authors. Published by American Chemical SocietyFor efficient electrocatalytic water-splitting, developing a nonprecious-metal-based stable and highly active material is the most challenging task. In this paper, we have devised a synthesis strategy for a hybrid catalyst composed of molybdenum carbide (Mo2C) and a Zr-based metal–organic framework (MOF) (UiO-66) via the solvothermal process. Synergistic effects between Mo2C and UiO-66 lead to a decrease in the hydrogen adsorption energy on the catalysts, and Mo2C/UiO-66 hybrids offer excellent catalytic activity in an alkaline environment for water-splitting. Particularly, the optimized Mo2C/UiO-66 hybrid, termed MCU-2 with 50:50 wt % of both components, displayed the best catalytic performance for both hydrogen and oxygen evolution reactions (HER/OER). It offered a small overpotential of 174.1 mV to attain a current density of 10 mA/cm2 and a Tafel plot value of 147 mV/dec for HER. It also offered a low overpotential of around 180 mV to attain a current density of 20 mA/cm2 and a Tafel plot value of 134 mV/dec for OER. Additionally, the catalyst was stable for over 24 h and ∼1000 cycles with a very minute shift in performance, and the electrolyzer indicates that a potential of ∼1.3 V is required to reach 10 mA/cm2 current density. It can be inferred from the results that the Mo2C/UiO-66 hybrid is a promising candidate as a nonexpensive and active catalyst for overall electrocatalytic water-splitting as the devised catalyst exhibits enhanced kinetics for both OER and HER, a more exposed surface area, faster electron transport, and enhanced diffusion of the electrolyte."
2-s2.0-85121043359,2-s2.0-85121043359,10.1039/d1na00488c,Recent advanced development of metal-loaded mesoporous organosilicas as catalytic nanoreactors,2021,7,2023-05-01 10:46:57,"© The Royal Society of Chemistry.Ordered periodic mesoporous organosilicas have been widely applied in adsorption/separation/sensor technologies and the fields of biomedicine/biotechnology as well as catalysis. Crucially, surface modification with functional groups and metal complexes or nanoparticle loading has ensured high efficacy and efficiency. This review will highlight the current state of design and catalytic application of transition metal-loaded mesoporous organosilica nanoreactors. It will outline prominent synthesis approaches for the grafting of metal complexes, metal salt adsorption and in situ preparation of metal nanoparticles, and summarize the catalytic performance of the resulting mesoporous organosilica hybrid materials. Finally, the potential prospects and challenges of metal-loaded mesoporous organosilica nanoreactors are addressed. This journal is"
2-s2.0-85121041270,2-s2.0-85121041270,10.1039/d1se01322j,Design principles of tandem cascade photoelectrochemical devices,2021,3,2023-05-01 10:46:57,"© The Royal Society of Chemistry.Cascade photoelectrocatalysis (PEC) is a possible method to improve the selectivity of solar-driven CO2 reduction (CO2R). This concept can be realized by coupling different CO2R catalysts to different subcells in a multijunction photovoltaic (PV) stack. Efficient implementation will require careful tuning of the photocurrents and design of the photovoltages provided by the subcells to the CO2R catalysts in such a way as to facilitate the target reaction. Here, we outline the design principles of the tandem PEC approach using two-step conversion of CO2 to ethylene in aqueous electrolyte, via a CO intermediate, as a model system. To perform this reaction, the first coupled PV-catalyst component should provide 4 electrons to reduce 2 molecules of CO2 to CO; the second component should provide 8 electrons to reduce 2 CO molecules to C2H4. Based on known CO2R catalysts, the overpotential required to produce CO can be less than that required to reduce it to ethylene, creating the opportunity for improved efficiency. Cascade PEC can be realized in a three-terminal tandem (3TT) configuration using III-V-semiconductor based subcells coupled to Au (produces CO intermediate) and Cu (converts CO to ethylene). The current to each catalyst can be controlled by the area of the subcell exposed to the electrolyte, and the photovoltage is determined by the materials selected and device configuration. Operating conditions are found by simulating the coupled system using the open-source circuit simulator SPICE (Simulation Program with Integrated Circuits Emphasis). We identify conditions under which a 3TT configuration can have a higher solar to chemical conversion efficiency compared to a two-terminal two-junction tandem (2T 2J) with the same absorbers and a Cu catalyst only. We also show that 3TT PEC devices can be less sensitive to variations in catalyst activity compared to 2T devices. Finally, we discuss the applications of cascade PEC to CO2 reduction, using different intermediates, and to other chemical networks."
2-s2.0-85118510381,2-s2.0-85118510381,10.1016/j.electacta.2021.139415,Highly-porous Super-Growth carbon nanotube sheet cathode develops high-power Lithium-Air Batteries,2021,4,2023-05-01 10:47:09,"© 2021 The AuthorsLithium-Air Battery (LAB) is expected to develop ultra-high energy density batteries, but the low rate performance and poor cycle life of present LAB cells hinder practical development. Here we report that a highly porous carbon nanotube (CNT) cathode dramatically enhances the rate capability of LAB. Single-walled CNTs (SWCNTs) with wavy patterns prepared from the Super-Growth (SG) method successfully provided CNT sheets with high porosity of up to 94%. The pore structure was characterized by two distinct pores in size, namely, highly extended mesoscale (approximately 5–200 nm) pores formed inside CNT bundles that provide large surface area for oxygen reduction reaction (ORR) and inter-bundle gaps in a micrometer scale that works for oxygen diffusion path. This porous CNT sheet cathode significantly increased the discharge rate of LAB cells, specifically enabling a high discharge current density of 3.0 mA/cm2 securing practical cell capacity of 3.3 mAh/cm2, which is comparable to the current LiB technology that provides ∼3 mAh/cm2 cell capacity at ∼1C rate (∼3 mA/cm2) discharge. Furthermore, this highly porous cathode was also effective for extending the cycle life of LAB cells. Such bimodal pore architecture of the CNT sheet cathode paves the new strategy for developing high-power energy-dense LAB."
2-s2.0-85118210502,2-s2.0-85118210502,10.1016/j.electacta.2021.139413,Criterion for finding the optimal electrocatalyst at any overpotential,2021,5,2023-05-01 10:47:12,"© 2021The generic volcano plot is a widely employed practical tool to display and compare the activity of different electrocatalysts in dependence of a small number of descriptors. It is known that the apex of the volcano curve shifts with applied potential. However, the trend of the potential-dependent shift of the volcano apex has remained unclear. Herein, we address this question for a two-step electrocatalytic reaction. With the transfer coefficient assumed as 1/2, our analysis reveals that the adsorbate coverage at the volcano apex equals 1/2 regardless of potential. We present a criterion to predict the direction and magnitude of the apex shift as a function of the activation energies of the two steps. Thereafter, the criterion is extended to the oxygen reduction reaction. The influence of the transfer coefficient and the potential of zero charge on the volcano plot is revealed. Implications of the presented criterion for targeted design of electrocatalysts are discussed."
2-s2.0-85116126034,2-s2.0-85116126034,10.1002/anie.202109212,What Makes High-Entropy Alloys Exceptional Electrocatalysts?,2021,36,2023-02-10 13:11:39,"© 2021 The Authors. Angewandte Chemie International Edition published by Wiley-VCH GmbH.The formation of a vast number of different multielement active sites in compositionally complex solid solution materials, often more generally termed high-entropy alloys, offers new and unique concepts in catalyst design, which mitigate existing limitations and change the view on structure–activity relations. We discuss these concepts by summarising the currently existing fundamental knowledge and critically assess the chances and limitations of this material class, also highlighting design strategies. A roadmap is proposed, illustrating which of the characteristic concepts could be exploited using which strategy, and which breakthroughs might be possible to guide future research in this highly promising material class for (electro)catalysis."
2-s2.0-85111931306,2-s2.0-85111931306,10.1016/j.jallcom.2021.161353,"Hydrogen in nonstoichiometric cubic titanium monoxides: X-ray and neutron diffraction, neutron vibrational spectroscopy and NMR studies",2021,1,2023-05-01 10:47:17,"© 2021 Elsevier B.V.Hydrogen-induced changes in the properties of transition-metal oxides have attracted much recent attention due to numerous applications of these materials including catalysis, H2 production, low-temperature H2 sensing, solar cells, and air purification. However, basic properties of hydrogenated titanium monoxides have not been investigated so far. In the present work, we report the results of the first studies of the crystal structure, vibrational spectra, and mobility of H atoms in TiO0.72H0.30 and TiO0.96H0.14 using X-ray diffraction (XRD), neutron powder diffraction, neutron vibrational spectroscopy, and nuclear magnetic resonance (NMR). The hydrogenated compound TiO0.72H0.30 is found to retain the disordered cubic B1-type structure of the initial titanium monoxide, where H atoms exclusively occupy vacancies in the oxygen sublattice. It has been revealed that hydrogenation of the disordered cubic TiO0.96 leads to the formation of the two-phase compound TiO0.96H0.14, where the disordered B1-type phase coexists with the monoclinic phase of Ti5O5 type with an ordered arrangement of vacancies. In both phases, H atoms are found to occupy only vacancies in the oxygen sublattice. The low-temperature inelastic neutron scattering spectra of TiO0.72H0.30 and TiO0.96H0.14 in the energy transfer range of 40–180 meV exhibit a single peak due to optical oxygen vibrations (centered on about 60 meV) and a broad structure at 90–170 meV due to optical H vibrations. The unusual width of this structure can be attributed to the broken symmetry of hydrogen sites in the titanium monoxides: because of the presence of vacancies in the titanium sublattice, the actual point symmetry of these sites appears to be lower than octahedral. Proton NMR measurements have revealed that both hydrogenated compounds are metallic; no signs of hydrogen diffusive motion in TiO0.72H0.30 and TiO0.96H0.14 at the frequency scale of about 105 s-1 have been found up to 370 K."
2-s2.0-85122059631,2-s2.0-85122059631,10.3389/fchem.2021.812287,Application of One-Dimensional Nanomaterials in Catalysis at the Single-Molecule and Single-Particle Scale,2021,4,2023-05-01 10:47:21,"Copyright © 2021 Gao, Duan, Zhang and Yuan.The morphology of nanomaterials has a great influence on the catalytic performance. One-dimensional (1D) nanomaterials have been widely used in the field of catalysis due to their unique linear morphology with large specific surface area, high electron-hole separation efficiency, strong light absorption capacity, plentiful exposed active sites, and so on. In this review, we summarized the recent progress of 1D nanomaterials by focusing on the applications in photocatalysis and electrocatalysis. We highlighted the advanced characterization techniques, such as scanning tunneling microscopy (STM), atomic force microscopy (AFM), surface photovoltage microscopy (SPVM), single-molecule fluorescence microscopy (SMFM), and a variety of combined characterization methods, which have been used to identify the catalytic action of active sites and reveal the mechanism of 1D nanomaterials. Finally, the challenges and future directions of the research on the catalytic mechanism of single-particle 1D nanomaterials are prospected. To our best knowledge, there is no review on the application of single-molecule or single-particle characterization technology to 1D nanomaterial catalysis at present. This review provides a systematic introduction to the frontier field and opens the way for the 1D nanomaterial catalysis."
2-s2.0-85121039398,2-s2.0-85121039398,10.1021/acscatal.1c04414,"An Iron Bis(carbene) Catalyst for Low Overpotential CO2 Electroreduction to CO: Mechanistic Insights from Kinetic Zone Diagrams, Spectroscopy, and Theory",2021,5,2023-05-01 10:47:21,"© 2021 American Chemical SocietyA common challenge in molecular electrocatalysis is the relationship between maximum activity and the overpotential required to reach that rate, with faster catalysts incurring higher overpotentials. This work follows a strategy based on independent tuning of ligands in the primary coordination sphere to discover a previously unreported iron catalyst for CO2 reduction with higher activity than similar complexes while maintaining the same overpotential. Iron complexes bearing a bis-N-heterocyclic carbene ligand (methylenebis(N-methylimidazol-2-ylidene), bis-mim) and a redox active 2,2′:6′,2″-terpyridine (tpy) ligand were synthesized and found to catalyze the selective reduction of CO2 to CO at low overpotential with water as the proton source. Mechanistic studies based on kinetic zone diagrams, spectroscopy, and computation enable comparisons with a previously studied pyridyl–carbene analogue. Changing the bidentate ligand donor ability accelerates catalysis at the same overpotential and changes the nature of the turnover-limiting step of the reaction."
2-s2.0-85120920449,2-s2.0-85120920449,10.1021/acscatal.1c04617,Immobilization of “Capping Arene” Cobalt(II) Complexes on Ordered Mesoporous Carbon for Electrocatalytic Water Oxidation,2021,5,2023-05-01 10:47:22,"© 2021 American Chemical Society.We report the synthesis, characterization, and electrocatalytic water oxidation activity of two cobalt complexes, (6-FP)Co(NO3)2 (1) (6-FP = 8,8′-(1,2-phenylene)diquinoline) and (5-FP)Co(NO3)2 (2) (5-FP = 1,2-bis(N-7-azaindolyl)benzene), containing “capping arene” bidentate ligands with nitrogen atom donors. The cobalt complexes 1 and 2 were supported on ordered mesoporous carbon (OMC) by π–π stacking, resulting in heterogenized cobalt materials 6-FP-Co-OMC-1 and 5-FP-Co-OMC-2, respectively, and studied for electrocatalytic water oxidation. We find that 6-FP-Co-OMC-1 exhibits an overpotential of 355 mV for a current density of 10 mA cm–2 and a turnover frequency (TOF) of ∼0.53 s–1 at an overpotential of 400 mV at pH 14. 6-FP-Co-OMC-1 exhibits activity that is ∼1.6 times that of 5-FP-Co-OMC-2, which gives a TOF of 0.32 s–1 at 400 mV overpotential. The structural stability of the single-atom Co site was demonstrated for 6-FP-Co-OMC-1 using X-ray absorption spectroscopy for the molecular complex supported on OMC, but slow degradation in catalyst activity can be attributed to eventual formation of Co oxide clusters. DFT computations of electrocatalytic water oxidation using the molecular complexes as models provide a description of the catalytic mechanism. These studies reveal that the mechanism for O–O bond formation involves an intermediate CoIV oxo complex that undergoes an intramolecular reductive O–O coupling to form a CoII–OOH species. Further, the calculations predict that the molecular 6-FP-Co structure is more active for electrocatalytic water oxidation than 5-FP-Co, which is consistent with experimental studies of 6-FP-Co-OMC-1 and 5-FP-Co-OMC-2, highlighting the possibility that the ligand structure influences the catalytic activity of the supported molecular catalysts."
2-s2.0-85120906546,2-s2.0-85120906546,10.1021/acscatal.1c03290,Redox-State Kinetics in Water-Oxidation IrOx Electrocatalysts Measured by Operando Spectroelectrochemistry,2021,6,2022-11-19 17:05:01,"© 2021 American Chemical SocietyHydrous iridium oxides (IrOx) are the best oxygen evolution electrocatalysts available for operation in acidic environments. In this study, we employ time-resolved operando spectroelectrochemistry to investigate the redox-state kinetics of IrOx electrocatalyst films for both water and hydrogen peroxide oxidation. Three different redox species involving Ir3+, Ir3.x+, Ir4+, and Ir4.y+ are identified spectroscopically, and their concentrations are quantified as a function of applied potential. The generation of Ir4.y+ states is found to be the potential-determining step for catalytic water oxidation, while H2O2 oxidation is observed to be driven by the generation of Ir4+ states. The reaction kinetics for water oxidation, determined from the optical signal decays at open circuit, accelerates from ∼20 to <0.5 s with increasing applied potential above 1.3 V versus reversible hydrogen electrode [i.e., turnover frequencies (TOFs) per active Ir state increasing from 0.05 to 2 s–1]. In contrast, the reaction kinetics for H2O2 is found to be almost independent of the applied potential (increasing from 0.1 to 0.3 s–1 over a wider potential window), indicative of a first-order reaction mechanism. These spectroelectrochemical data quantify the increase of both the density of active Ir4.y+ states and the TOFs of these states with applied positive potential, resulting in the observed sharp turn on of catalytic water oxidation current. We reconcile these data with the broader literature while providing a unique kinetic insight into IrOx electrocatalytic reaction mechanisms, indicating a first-order reaction mechanism for H2O2 oxidation driven by Ir4+ states and a higher-order reaction mechanism involving the cooperative interaction of multiple Ir4.y+ states for water oxidation."
2-s2.0-85120890172,2-s2.0-85120890172,10.1021/acscatal.1c04954,Exceptional Low-Temperature CO Oxidation over Noble-Metal-Free Iron-Doped Hollandites: An In-Depth Analysis of the Influence of the Defect Structure on Catalytic Performance,2021,2,2023-05-01 10:47:24,"© 2021 The Authors. Published by American Chemical Society.A family of iron-doped manganese-related hollandites, KxMn1–yFeyO2−δ (0 ≤ y ≤ 0.15), with high performance in CO oxidation have been prepared. Among them, the most active catalyst, K0.11Mn0.876Fe0.123O1.80(OH)0.09, is able to oxidize more than 50% of CO at room temperature. Detailed compositional and structural characterization studies, using a wide battery of thermogravimetric, spectroscopic, and diffractometric techniques, both at macroscopic and microscopic levels, have provided essential information about this never-reported behavior, which relates to the oxidation state of manganese. Neutron diffraction studies evidence that the above compound stabilizes hydroxyl groups at the midpoints of the tunnel edges as in isostructural β-FeOOH. The presence of oxygen and hydroxyl species at the anion sublattice and Mn3+, confirmed by electron energy loss spectroscopy, appears to play a key role in the catalytic activity of this doped hollandite oxide. The analysis of these detailed structural features has allowed us to point out the key role of both OH groups and Mn3+ content in these materials, which are able to effectively transform CO without involving any critical, noble metal in the catalyst formulation."
2-s2.0-85120640047,2-s2.0-85120640047,10.1021/acscatal.1c04618,Crystallinity-Modulated Co2–xVxO4 Nanoplates for Efficient Electrochemical Water Oxidation,2021,10,2023-05-01 10:47:26,"© 2021 American Chemical SocietyCost-efficient and durable oxygen evolution catalysts are in great demand, which are dominated not only by the component of the electrocatalysts but also by their molecular structure and crystallinity. Herein, we developed an efficient cobalt–vanadium spinel-type electrocatalyst with an extremely high concentration of Co3+ ions by tuning the balanced vanadium ions’ concentration in crystallinity-modulated Co2–xVxO4 nanoplates. This resulted in the lowest overpotential of 240 mV at 10 mA/cm2, the smallest Tafel slope of 45 mV dec–1, and a current density of 100 mA/cm2 at an overpotential of 280 mV for water oxidation, which is remarkably 20 times better than that of the benchmark RuO2 catalyst, along with excellent stability. Such excellent performance is due to the very high Co3+/Co2+ ratio of 2.84 achieved in situ in the low-crystallinity Co2–xVxO4 (LC-Co2–xVxO4) sample, which is 40% higher than that of the widely reported Co3O4, as evidenced by both operando X-ray absorption near-edge spectroscopy and in situ X-ray photoelectron spectroscopy. These findings stimulate the opportunities to explore Co2–xVxO4 as a class of nonprecious-metal-based efficient OER electrocatalysts."
2-s2.0-85119922729,2-s2.0-85119922729,10.1016/j.isci.2021.103430,Data-driven design and controllable synthesis of Pt/carbon electrocatalysts for H2 evolution,2021,2,2023-04-17 23:39:55,"© 2021 The Author(s)To achieve net-zero emissions, a particular interest has been raised in the electrochemical evolution of H2 by using catalysts. Considering the complexity of designing catalyst, we demonstrate a data-driven strategy to develop optimized catalysts for H2 evolution. This work starts by collecting data of Pt/carbon catalysts, and applying machine learning to reveal the importance of ranking various features. The algorithms reveal that the Pt content and Pt size have the greatest impact on the catalyst overpotentials. Following the data-driven analysis, a space-confined method is used to fabricate the size-controllable Pt nanoclusters that anchor on nitrogen-doped (N-doped) mesoporous carbon nanosheet network. The obtained catalysts use less platinum and exhibit better catalytic activity than current commercial catalysts in alkaline electrolytes. Moreover, the data formed in this work can be used as feedback to further improve the data-driven model, thereby accelerating the development of high-performance catalysts."
2-s2.0-85119341390,2-s2.0-85119341390,10.1016/j.isci.2021.103403,Water-dispersible Ti3C2Tz MXene nanosheets by molten salt etching,2021,20,2023-05-01 10:47:27,"© 2021 The Author(s)Molten-salt etching of Ti3AlC2 MAX phase offers a promising route to produce 2D Ti3C2Tz (MXene) nanosheets without hazardous HF. However, molten-salt etching results in MXene clays that are not water dispersible, thus preventing further processing. This occurs because molten-salt etching results in a lack of -OH terminal groups rendering the MXene clay hydrophobic. Here, we demonstrate a method that produces water-dispersible Ti3C2Tz nanosheets using molten salt (SnF2) to etch. In molten salt etching, SnF2 diffuses between the layers to form AlF3 and Sn as byproducts, separating the layers. The stable, aqueous Ti3C2Tz dispersion yields a ζ potential of −31.7 mV, because of -OH terminal groups introduced by KOH washing. X-ray diffraction and electron microscopy confirm the formation of Ti3C2Tz etched clay with substantial d-spacing as compared with clay etched with HF. This work is the first to use molten salt etching to successfully prepare colloidally stable aqueous dispersions of Ti3C2Tz nanosheets."
2-s2.0-85127345829,2-s2.0-85127345829,10.1039/d1ta08412g,Pyrolysis-free synthesis of single-atom cobalt catalysts for efficient oxygen reduction,2021,13,2023-05-01 10:47:28,"© 2022 The Royal Society of Chemistry.Nitrogen-coordinated single-atom catalysts (SACs) have emerged as one of the most promising alternatives to noble metal-containing benchmarks for highly efficient oxygen reduction reaction (ORR). However, the commonly required high-temperature pyrolysis usually results in undesirable structural changes and randomly produced active sites which gives rise to great challenges to the structure-property relationships, inevitably hindering the understanding of the reaction mechanisms. Herein, we demonstrate a simple yet robust pyrolysis-free route to craft single-atom cobalt catalysts with high electrocatalytic ORR activity via judiciously in situ wrapping an electrocatalytically active porphyrin-based thiophene-sulfur site-containing covalent organic polymer (PTS-COP) shell around a highly conductive multiwalled CNT (MWCNT) core, followed by accurately anchoring single-atom Co-N4 sites onto the macrocyclic porphyrin structure. The resulting Co-PTS-COPs@MWCNTs was exploited as an ORR electrocatalyst and displayed outstanding performance as a direct consequence of the advantageous architecture (i.e., 1D core@shell heterostructures with few-layer-thick PTS-COP shells) and unique active site configurations (i.e., atomically anchored Co-N4 sites and homogeneously dispersed thiophene-sulfur sites). Remarkably, an alkaline electrolyte capitalizing on Co-PTS-COPs@MWCNTs achieved excellent ORR activity (Eonset, 0.930 V; E1/2, 0.835 V), and favourable long-term durability, comparable to that of state-of-the-art carbon-based electrocatalysts."
2-s2.0-85127304212,2-s2.0-85127304212,10.1039/d1ta08582d,Stability of single-atom catalysts for electrocatalysis,2021,14,2023-05-01 10:47:29,"© 2022 The Royal Society of Chemistry.Single-atom catalysts (SACs) have recently attracted significant attention due to their maximum atom utilization and high efficiency in a series of electrocatalytic reactions. However, the atomically dispersed metal atoms have intrinsically extreme mobility due to their high surface energy. Besides, the harsh reaction conditions of electrocatalysis also challenged the catalytic stability of SACs. The excellent electrocatalytic performance of SACs always degrades under long-term operating conditions. Most previous studies of SACs have focused more on the activity and selectivity of SACs in electrocatalysis, while catalytic stability has received little attention as a more critical factor limiting their large-scale industrial application. In this review, we provide an overview of the recent advances in SACs in terms of selecting the metal and support materials, synthetic strategies, and electrocatalytic applications with a focus on catalytic stability. A deep understanding of the instability behaviors of SACs under different electrocatalytic conditions contributes to the design of effective synthetic strategies to further optimize their catalytic stability, which is particularly discussed. Finally, we present the challenges and prospects for the future development of stable SACs in electrocatalysis."
2-s2.0-85124467683,2-s2.0-85124467683,10.1016/j.checat.2021.11.003,Room-temperature chemical looping hydrogen production mediated by electrochemically induced heterogeneous Cu(I)/Cu(II) redox,2021,10,2023-05-01 10:47:29,"© 2021 Elsevier Inc.The chemical looping process is a promising technology for high-purity hydrogen production. However, this process is operated at high temperature (e.g., >600°C), leading to rigorous requirements in the aspects of reactor design and oxygen carriers. Here, we develop a room-temperature electrocatalytic chemical looping hydrogen production system using Cu(OH)2 as the oxygen carrier and ascorbate as the fuel. The electrolyzer is assembled by coupling cathodic hydrogen evolution and anodic Cu2O electro-oxidation. Ascorbate acts as the reducible fuel to reduce the resultant Cu(OH)2 into Cu2O and completes the redox loop. The assembled electrolyzer achieves a current density of 100 mA cm−2 at 0.94 V. The required electricity input per cubic hydrogen produced is 2.57 kWh Nm−3 H2, almost half of that for conventional water electrolysis (4.83 kWh Nm−3 H2). This work not only provides a new approach for hydrogen production but also facilitates the development of an innovative catalytic process."
2-s2.0-85124093938,2-s2.0-85124093938,10.1016/j.checat.2021.10.011,Plasma-induced defective TiO2-x with oxygen vacancies: A high-active and robust bifunctional catalyst toward H2O2 electrosynthesis,2021,43,2023-05-01 10:47:30,"© 2021 Elsevier Inc.Achieving high selectivity and production efficiency simultaneously in electrocatalytic H2O2 production to replace the anthraquinone process via two-electron (2e−) oxygen reduction reaction (ORR) and 2e− water oxidation reaction (WOR) is a long-sought-after goal. However, sluggish kinetics and intrinsically unfavored thermodynamics make the electrochemical method still far from practical implementation. Herein, we experimentally demonstrate a high-efficiency two-side H2O2 generation system (WOR//ORR coupling cell) based on an active and stable bifunctional plasma-induced defective TiO2-x nanocatalyst that exhibits dramatically boosted activity/selectivity for both 2e− ORR and 2e− WOR. Such a WOR-ORR coupling strategy enables the H2O2-producing cell to provide an ultrahigh H2O2 yield rate of ∼20 mmol L−1 h−1 and a remarkable cell Faradaic efficiency of up to 134%. In situ Raman spectroscopy results and density functional theory calculations together uncover that oxygen vacancies located at the inner atomic layer and surface distortion are responsible for enhanced 2e− ORR and 2e− WOR performance, respectively."
2-s2.0-85124552121,2-s2.0-85124552121,10.1016/j.joule.2021.11.011,Navigating multimetallic catalyst space with Bayesian optimization,2021,5,2023-04-17 23:39:55,"© 2021 Elsevier Inc.Multinary metal alloy catalysts can provide unprecedented tunability in catalyst design, but their optimization is challenging due to the vastness of the combinatorial design space. In a recent issue of Angewandte Chemie International Edition, Rossmeisl and coworkers used a computational framework combining ab initio calculations, kinetic modeling, and Bayesian optimization to efficiently optimize fuel cell catalysts by first quantifying the number of trials needed and then executing an efficient search."
2-s2.0-85124533240,2-s2.0-85124533240,10.1016/j.joule.2021.11.010,Strain creates excellent catalysts for electrolyzers,2021,0,2023-05-01 10:47:34,"© 2021The development of cost-effective and highly durable oxygen evolution reaction catalysts is one of the major technological hurdles toward the large-scale commercial application of proton exchange membrane water electrolyzers. In a recent report in Nature Nanotechnology, Zhang and Jin et al. present an effective strategy for the fabrication of torsion strained iridium oxide catalysts for building high-performance electrolyzers with significantly reduced usage of iridium."
