,Unnamed: 0,eid,doi,title,year,citedby_count,cache_file_mdate,abstract
71,2-s2.0-85124093938,2-s2.0-85124093938,10.1016/j.checat.2021.10.011,Plasma-induced defective TiO2-x with oxygen vacancies: A high-active and robust bifunctional catalyst toward H2O2 electrosynthesis,2021,43,2023-05-01 10:47:30,however sluggish kinetic intrinsically unfavored thermodynamic make electrochemical method still far practical implementation herein experimentally demonstrate high efficiency two side h2o2 h o generation system wororr coupling cell base active stable bifunctional plasma induce defective tio2 ti o x nanocatalyst exhibit dramatically boost activityselectivity 2e orr 2e wor wor orr coupling strategy enable h2o2 h o produce cell provide ultrahigh h2o2 h o yield rate ∼20 mmol l−1 l h−1 remarkable cell faradaic efficiency situ raman spectroscopy result density functional theory calculation together uncover oxygen vacancy locate inner atomic layer surface distortion responsible enhance 2e orr 2e wor performance respectively
72,2-s2.0-85124552121,2-s2.0-85124552121,10.1016/j.joule.2021.11.011,Navigating multimetallic catalyst space with Bayesian optimization,2021,5,2023-04-17 23:39:55,recent issue angewandte chemie international edition rossmeisl coworker use computational framework combine ab initio calculation kinetic model bayesian optimization efficiently optimize fuel cell catalyst first quantify number trial need execute efficient search
73,2-s2.0-85124533240,2-s2.0-85124533240,10.1016/j.joule.2021.11.010,Strain creates excellent catalysts for electrolyzers,2021,0,2023-05-01 10:47:34,recent report nature nanotechnology zhang jin et al present effective strategy fabrication torsion strained iridium oxide catalyst build high performance electrolyzer significantly reduce usage iridium
74,2-s2.0-85122594885,2-s2.0-85122594885,10.2166/wst.2021.482,"Application of CoMn/CoFe layered double hydroxide based on metal-organic frameworks template to activate peroxymonosulfate for 2,4-dichlorophenol degradation",2021,1,2023-05-01 10:47:36,"article innovative facile method crystal reorganization design use mof sacrificial template prepare layer double hydroxide ldh nano layer sheet structure pseudomorphic conversion process alkaline condition obtain comn ldh cofe ldh catalyst break ligand mof reorganize structure basis retain high specific surface area large number pore high specific surface area well develop pore structure compare ldh catalyst prepare traditional method thus provide active site activate peroxymonosulfate pm due unique framework structure mof mof derive comn ldh cofe ldh catalyst could provide active site activate pm achieve 2,4 dichlorophenol degradation 99.3 99.2 within minute respectively addition two ldh catalyst display excellent degradation performance bisphenol ciprofloxacin 2,4 dichlorophenoxyacetic acid 2,4 x ray photoelectron spectroscopy indicate valence state transformation metal element participate pms activation electron paramagnetic resonance manifest sulfate radical so†4 s o singlet oxygen 1o2 main specie degrade pollutant addition three cycle experiment comn ldh cofe ldh catalyst also show long term stability slight activity decrease third cycle phytotoxicity assessment determine germination mung bean prove pms activation mof derive ldh catalyst basically eliminate phytotoxicity 2,4 solution research develop high activity ldh catalyst pms activation also expand environmental application mof derivant"
75,2-s2.0-85121988659,2-s2.0-85121988659,10.3389/fnins.2021.787518,Biocompatibility of Platinum Nanoparticles in Brain ex vivo Models in Physiological and Pathological Conditions,2021,3,2023-05-01 10:47:37,platinum nanoparticle ptnps unique physico chemical property lead use many branch medicine recently ptnps gather grow interest delivery vector drug biosensors surface coating chronically implant biomedical device improve electrochemical property however contradictory statement biocompatibility impact target organ brain tissue nps find many application furthermore many report study conduct homeostasis condition consequently neglect impact pathologic condition tissue response expand knowledge effect ptnps neuronal glial cell investigate acute effect monodisperse sodium citrate coat ptnps rat organotypic hippocampal culture physiological neuronal excitotoxic condition induce kainic acid ka cellular response ptnps evaluate cytotoxic assay confocal microscopy analysis mimic pathologic scenario day organotypic hippocampal culture expose ka h. subsequently ptnps add slice show incubation slice ptnps h severely impact cell viability normal condition significant difference compare dentate gyrus dg well ca3 c a ca1 c a pyramidal cell layer effect exacerbate ka treat slice presence ptnps cause additional neuronal propidium iodide pi uptake ca3 c a ca1 c a pyramidal cell layer however ptnps cause microglial cell activation morphological alteration ca3 c a dg region indicate establishment inflammatory reaction morphological analysis reveal microglia acquire activate ameboid morphology loss ramification result response ptnps contact surprisingly effect increase pathological condition take together result show ptnps cause microglia alteration short term study additionally worsen tissue response neuropathological induce scenario work highlight need research allow safe use ptnps also support demand development novel biocompatible nps apply brain
76,2-s2.0-85121035502,2-s2.0-85121035502,10.1021/acsami.1c16311,Application of Molecular Catalysts for the Oxygen Reduction Reaction in Alkaline Fuel Cells,2021,9,2023-05-01 10:47:39,within pgm free category molecular catalyst offer advantage heat treat pgm free catalyst owe well define structure enable design active selective durable catalyst even though non heat treat molecular catalyst exceptional performance report past rarely test fuel cell herein report molecular catalyst alkaline condition fluorinate iron phthalocyanine fefpc support cheap commercially available high surface area carbonbp2000 fefpc bp2000 b p exhibit high activity ever report molecular catalyst alkaline condition half cell fuel cell
77,2-s2.0-85120908457,2-s2.0-85120908457,10.1021/acsami.1c19598,Sulfur Compensation: A Promising Strategy against Capacity Decay in Li-S Batteries,2021,3,2023-05-01 10:47:40,various method develop suppress active sulfur loss result far ideal herein propose facile sulfur compensation strategy improve cyclic stability li battery strategy compensate sulfur cathode chemical reaction additional sulfur lithium polysulfide diffuse away cathode compensatory sulfur effectively mitigate loss active sulfur cathode side cause shuttle effect thus maintain high capacity battery charging discharge long life cycle assessment use strategy specific capacity assemble li battery maintain h g cycle c h g ∼100 cycle 0.1 c capacity control battery rapidly decrease h g condition
78,2-s2.0-85118168410,2-s2.0-85118168410,10.1016/j.matdes.2021.110188,Ni-Fe layered double hydroxides for oxygen evolution Reaction: Impact of Ni/Fe ratio and crystallinity,2021,7,2022-11-19 17:05:07,nife material appear interesting catalytic material reaction alkaline electrolyzer study particularly form nife layer double hydroxide ldh however impact specificity atomic arrangement ldh composition catalytic efficiency material still unknown herein ldh synthesize nife ratio different level crystallinity assess electrocatalytic behavior 0.1 koh statistical analysis electrochemical result allow highlight effect atomic ratio observe increase crystallinity ldh seem detrimental catalytic efficiency
79,2-s2.0-85115036447,2-s2.0-85115036447,10.1016/j.apcatb.2021.120706,UV/H2O2 degradation of diclofenac in a photocatalytic fuel cell,2021,12,2023-05-01 10:48:02,diclofenac choose water soluble model pollutant hydrogen peroxide produce atmospheric oxygen reduction photocatalytic fuel cell cell comprise transparent photoanode electrode bear combine cdstio2 cd s ti o photocatalyst carbon cloth cathode bear nanoparticulate carbon without electrocatalyst diclofenac dissolve cathode compartment hydrogen peroxide generate pollutant degrade uv radiation support degradation monitor uvvis spectrophotometry high performance liquid chromatography result show integrate reactor functionality realistic effective provide alternative route sustainable operation aim environmental remediation
80,2-s2.0-85115000176,2-s2.0-85115000176,10.1016/j.ccr.2021.214209,Advanced opportunities and insights on the influence of nitrogen incorporation on the physico-/electro-chemical properties of robust electrocatalysts for electrocatalytic energy conversion,2021,20,2023-05-01 10:48:04,recently nitrogen incorporation prove able fine tune electron density expose active site create high performance electrocatalyst preservation strong interface local atomic coordination nitrogen atom bare carbon single metal atom transition metal oxide metal chalcogenide mxenes synthesis play important role produce efficient electrocatalyst addition ability nitrogen atom bind carbon metal atom influence processing condition regard review first comprehensive overview range synthetic strategy form nitrogen incorporate catalyst assess chemical structural physical electronic property modification influence electrocatalytic orr oer performance review describe specific strategy utilize realise effective electrocatalytic system include energy conversion nitrogen incorporate catalyst structural coordination material optimization finally main challenge consider future investigation order initiate new research effort promise research area discuss
81,2-s2.0-85114835004,2-s2.0-85114835004,10.1016/j.apsusc.2021.151095,Unraveling the relevance of carbon felts surface modification during electrophoretic deposition of nanocarbons on their performance as electrodes for the VO2+/VO2+ redox couple,2021,8,2023-05-01 10:48:06,carbon base felt commonly use electrode device due high chemical stability acid medium high electrical conductivity three dimensional structure however show low reversibility electrocatalytic activity especially vo2 + v o vo2 + v o redox couple quest improve electrochemical behaviour carbon base felts propose modify functionalize carbon nanotube graphene oxide electrophoretic deposition elucidate improvement achieve electrode really ascribe presence carbon nanomaterial oxidation undergone fiber treatment electro oxidation pristine rayon base graphitized carbon feel perform parallel electro oxidize feel exhibit good behaviour suggest improved performance obtain electrode modify nanocarbon mainly influence oxidation fiber
82,2-s2.0-85114817828,2-s2.0-85114817828,10.1016/j.memsci.2021.119832,PBI nanofiber mat-reinforced anion exchange membranes with covalently linked interfaces for use in water electrolysers,2021,10,2023-05-01 10:48:07,recently develop material less susceptible alkaline degradation polymer backbone quaternary ammonium group remain challenge mechanical stability contact hot water dimensional stability temperature feed solution change one solution reinforce membrane porous support since support material like peek ptfe different swell behavior matrix strong interaction matrix voids form gas crossover increase work approach issue pore fill polybenzimidazole nanofiber mat bromomethylate precursor mtpn ultra stable aem material dry covalent interaction support pbi amine group matrix ch2br c h br establish quaternization optimize pbimtpn 50.120 composite membrane still show high conductivity ms cm−1 reduce length swell comparison non reinforce membrane tensile strength young modulus increase mpa mpa respectively electrolyser stable voltage 1.98v 0.25 cm−2 achieve change membrane resistance observe test time h c koh catalyst base nife mo
83,2-s2.0-85114694576,2-s2.0-85114694576,10.1016/j.cej.2021.131884,Defect enriched hierarchical iron promoted Bi2MoO6 hollow spheres as efficient electrocatalyst for water oxidation,2021,5,2023-05-01 10:48:10,bismuth molybdate special layered structure orthorhombic phase hollow sphere morphology perform potential electrocatalyst oxygen evolution reaction alkaline medium activity enhance promote iron crystal structure strain well dislocation develop crystal structure bi2moo6 bi mo o upon iron incorporation well study presence optimum amount iron thereby create oxygen vacancy find beneficial though high concentration turn detrimental electrocatalytic performance optimum iron promote bi2moo6 bi mo o lead achieve overpotential value mv cm−2 current density tafel slope mv dec oer experimental result well support density functional theory simulation demonstrate iron incorporation lower energy barrier promote adsorption oer intermediate distinctly oxygen adsorption
84,2-s2.0-85114343568,2-s2.0-85114343568,10.1016/j.apcatb.2021.120616,Glyceraldehyde production by photocatalytic oxidation of glycerol on WO3-based materials,2021,12,2023-05-01 10:48:13,study propose first time perform photooxidation glycerol towards add value product homemade wo3 w o commercial wo3 / tio2 w o ti o dtw5 d t w performance compare state art tio2 ti o base photocatalyst anatase rutile p25 p find tio2 ti o favour total oxidation glycerol wo3 w o base material exhibit outstanding selectivity towards one valuable oxidation product glyceraldehyde attribute enhance acidity selectively activate co bond glycerol facilitate desorption glyceraldehyde liquid phase study establishe therefore new starting point towards development advanced material efficient valorization glycerol
85,2-s2.0-85113610613,2-s2.0-85113610613,10.1016/j.cej.2021.131827,Two-dimensional hetero-nanostructured electrocatalyst of Ni/NiFe-layered double oxide for highly efficient hydrogen evolution reaction in alkaline medium,2021,14,2022-11-19 17:05:14,herein unique hetero nanostructure ninife layer double oxide ninife ldo ni foam nf successfully construct phase transition control situ reduction process two dimensional 2d morphology nife ldo nanosheets stabilize uniform situ form nano ni site prepare ninife ldo nf display high catalytic activity 1.0 koh solution require extremely low overpotential mv afford current density cm−2 achieve tafel slope mv dec maintain excellent stability electrolysis least h. detail characterization reveal synergistic effect nano ni nife ldo nanosheets contribute prominent activity nife ldo fe2o3 fe o facilitate adsorption h2o h o interface region ni fe2o3 fe o beneficial water activation nio offer active site hydroxyl adsorption oh meanwhile nano ni site active adsorb hydrogen intermediate h accelerate water dissociation volmer step reaction
86,2-s2.0-85112679981,2-s2.0-85112679981,10.1016/j.scitotenv.2021.149645,Combining electrochemical nitrate reduction and anammox for treatment of nitrate-rich wastewater: A short review,2021,19,2023-05-01 10:48:35,propose combine electrochemical reduction anaerobic ammonium oxidation anammox process together treatment nitrate rich wastewater article review mechanism current research status electrochemical reduction nitrate ammonium well mechanism applicability anammox process article discuss principle superiority challenge combined process feasibility combine process depend efficiency electrochemical nitrate reduction ammonium condition anammox process use reduce ammonium substrate achieve deep nitrogen removal article provide feasible strategy use electrochemical reduction anammox combined process treat nitrate rich wastewater
87,2-s2.0-85110397277,2-s2.0-85110397277,10.1016/j.cej.2021.131295,Reusing warm-paste waste as catalyst for peroxymonosulfate activation toward antibiotics degradation under high salinity condition: Performance and mechanism study,2021,18,2023-05-01 10:48:50,magnetically recyclable hybrid originate use warm paste great than92 yield develop use water washing activate pm antibiotic degradation hypersaline system scan electron microscope sem transmission electron microscopy tem measurement indicate hybrid sheet structure active fe site uniformly disperse surface hybrid display excellent pms activation capacity superior classical fe3o4 fe o co3o4 co o could degrade tetracycline tc however high salt 0.2 moll na2so4 na s o mixed salt condition hybrid exhibit tc degradation performance moreover detailed investigation impact tc removal indicate preferable condition ph temperature c catalyst 0.3 gl pm 0.3 gl systematic experiment uncover hybrid exhibit superb catalysis universality adaptability three refractory organic natural polluted water matrix coexist ion system well five time recycle process surface chemical analysis combine quenching experiment electron paramagnetic resonance epr test confirm pms activation mechanism reactive radical contribute order 1o2 oh so4• s o consider performance stability applicability warm paste hybrid would good pms activation toward high salt environment remediation thus induce novel direction solid waste treatment mitigate resource scarcity
88,2-s2.0-85107965347,2-s2.0-85107965347,10.1016/j.cej.2021.130781,Trends and descriptors for tuning CO2 electroreduction to synthesis gas over Ag and Au supported on transition metal carbides and nitrides,2021,13,2023-05-01 10:48:58,high activity control coh2 c o h ratio crucial coupling co2rr c o r r downstream thermochemical reaction current study transition metal carbide tmcs nitride tmn group vb element v nb ta use support tune co2rr c o r r activity coh2 c o h ratios ag au base electrocatalyst combine electrochemical measurement density functional theory dft calculation identify gibb free energy adsorption hoco intermediate δg hoco potential descriptor co2rr c o r r could adjust use different tmc tmn support oppose structural strain effect electronic modification find key control factor interaction tmctmn support agau tac tan identify promising support ag au base electrocatalyst co2rr c o r r synthesis gas production
89,2-s2.0-85107822770,2-s2.0-85107822770,10.1016/j.cej.2021.130749,Highly dispersed Cu atoms in MOF-derived N-doped porous carbon inducing Pt loads for superior oxygen reduction and hydrogen evolution,2021,16,2022-11-19 17:05:28,single atom platinum support catalyst greatly improve utilization platinum catalytic activity selectivity greatly affect platinum coordination environment preparation material difficult dope base metal adjust electronic structure platinum effective strategy improve catalyst performance work copper platinum alloy nanoparticle load n dope porous carbon via target route guide highly disperse cu atom derive mof product c zif cupt high activity high stability orr bifunctional catalytic performance well commercial ptc wt pt activity c zif cupt 4.4 time orr 6.7 time ptc spectromicroscopic determination unveil strong interaction carbon carrier cupt alloy contribute overall stability dft calculation show cu dope increase band center pt reduce orr overpotential activation energy barrier water molecule beneficial orr catalysis carrier condition performance sub nano single atom cluster platinum support catalyst c zif cu pt inferior c zif cupt show platinum alloying effectively improve performance catalyst
90,2-s2.0-85098654971,2-s2.0-85098654971,10.1149/1945-7111/abd0cd,Development and application of an electrochemical sensor for hydroquinone in pharmaceutical products,2021,8,2023-05-01 10:49:00,publish behalf electrochemical society iop publish limit open access article distribute term creative common attribution 4.0 license cc http creativecommons.orglicense by/4.0/ permit unrestricted reuse work medium provide original work properly cited.in work carboxylic acid functionalize graphene gr cooh modify glassy carbon electrode gce gr coohgce develop apply sensitive determination hydroquinone pharmaceutical product gr cooh gce use adsorbent adsorptive anodic stripping voltammetry adasv scan electron microscopy sem fourier transform infrared spectroscopy ft ir cyclic voltammetry cv adasv employ characterize surface morphology electrochemical behavior gr coohgce sensitivity gr coohgce time high grgce gce cooh bare gce respectively several operational parameter include amount gr cooh preconcentration potential preconcentration time optimize optimum condition peak current response linearly increase hydroquinone concentration range 0.1 40.0 μmol l−1 r 0.999 high sensitivity 19.86 μa μmol l−1 −1 cm−2 limit detection 0.04 μmol l−1 propose modify electrode exhibit good repeatability accuracy precision also show good anti interference property method successfully apply detect hydroquinone skin lighten product
91,2-s2.0-85127469596,2-s2.0-85127469596,10.1039/d1ta09608g,C3 production from CO2 reduction by concerted *CO trimerization on a single-atom alloy catalyst,2021,10,2023-05-01 10:49:01,"main reason competitive c2 c production result traditional sequential c c coupling mechanism result catalyst could facilitate c3 c product since carbon chain growth c2 c c3 c compete c2 c desorption work carry density functional theory dft calculation implicit solvation effect densely array cu nanopyramids cu dans demonstrate co adsorption energy three co intermediate δg3 co co2 c o co reactant descriptor c3 c activity activity volcano plot construct base discovery use predict optimal range δg3 co adsorption strength demonstrate apply single atom alloy catalyst strategy i.e embed ag single metal onto cu dan could successfully tune δg3 co strength toward optimal range addition adsorbed co could form long carbon chain structure via one step concert trimerization mechanism form key c3 c reaction intermediate avoid competitive c2 c desorption pathway furthermore ag dope cu dan could effectively retain oxygen atom hydroxyl group enable pathway towards direct electrosynthesis new c3 c product c3h8o2 c h o 1,2 pdo beyond available n propanol newly discover concerted trimerization mechanism combination single atom alloy catalyst pave way material design toward long chain oxygenate generation"
92,2-s2.0-85127345074,2-s2.0-85127345074,10.1039/d1ta08285j,Single-atom catalysts on supported silicomolybdic acid for CO2 electroreduction: a DFT prediction,2021,13,2023-05-01 10:49:02,new frontier field catalysis single atom catalyst sac play important role co2rr c o r r owe maximum atomic availability unique property herein new type electrocatalyst combine transition metal tm sc ti v cr mn fe co ni cu zn zr nb mo tc ru rh pd ag cd α keggin type na4 na simo12o40 si mo o na4simo12 na si mo investigate density functional theory dft calculation comprehensive screen tm na4simo12 na si mo tm sc ti v cr mn zn zr nb cd find exhibit robust stability among tm na4simo12 na si mo tm sc cr mn ti v excellent catalytic activity co2rr c o r r particular limiting potential ul co2rr c o r r cr na4simo12 na si mo −0.23 v product hcooh meanwhile mn na4simo12 na si mo high co2rr c o r r selectivity good catalytic performance ul −0.48 v electrochemical co2rr c o r r polyoxometalate pom act electron sponge accept donate electron expect present work spur development new sacs co2rr c o r r
93,2-s2.0-85121655374,2-s2.0-85121655374,10.1063/5.0077580,Is the water/Pt(111) interface ordered at room temperature?,2021,4,2023-05-01 10:49:02,report result room temperature molecular dynamic study base neural network potential allow we access long time scale simulation retain ab initio accuracy find waterpt interface characterize double layer compose primary strongly bind adsorption layer coverage ∼0.15 ml couple secondary weakly bind adsorption layer coverage ∼0.58 ml study order primary adsorption layer find effective repulsion adsorb water molecule give rise dynamically change semi order interfacial structure water molecule primary adsorption layer distribute homogeneously across interface form frequent hydrogen bond water molecule secondary adsorption layer show conclusion beyond time scale accessible ab initio molecular dynamic
94,2-s2.0-85120917369,2-s2.0-85120917369,10.1021/acsomega.1c04296,Flexible Screen-Printed Electrochemical Sensors Functionalized with Electrodeposited Copper for Nitrate Detection in Water,2021,8,2023-05-01 10:49:03,publish american chemical society.nitrate no3 n o contamination become major concern due negative effect excessive no3 n o presence water detrimental effect human health sensitive real time low cost portable measurement system able detect extremely low concentration no3 n o water thus become extremely important work present novel method realize low cost easy fabricate amperometric sensor capable detect small concentration no3 n o real water sample novel fabrication technique combine print silver ag work electrode subsequent modification electrode electrodeposite copper cu nanoclusters process tune order reach optimize sensor response high catalytic activity toward electroreduction no3 n o sensitivity 19.578 μamm well low limit detection lod 0.207 nm 0.012 μgl good dynamic linear concentration range 0.05 mm mgl sensor test possible interference analyte no2 n o cl so42 s o hco3 h c o ch3coo c h c o o fe2 + fe fe3 + fe mn2 + mn na cu2 + cu yield negligible effect maximum standard deviation sd 3.9 μa propose sensor also use detect no3 n o real sample include tap river water standard addition method result compare outcomes high performance liquid chromatography hplc temperature stability maximum sd 3.09 μa stability time maximum sd 3.69 μa reproducibility maximum sd 3.20 μa repeatability maximum two time useable sensor also investigate
95,2-s2.0-85120901484,2-s2.0-85120901484,10.1021/acsomega.1c05081,In Situ-Grown Heterostructured Co3S4/CNTs/C Nanocomposites with a Bridged Structure for High-Performance Supercapacitors,2021,1,2023-05-01 10:49:04,however large surface area require charge storage irreconcilable contradiction requirement energy density therefore high energy density major challenge supercapacitor solve contradiction co3s4 / cntsc co s c n ts c bridge structure design cnt generate situ serve bridge connect porous carbon matrix co3s4 co s nanoparticle co3s4 co s nanoparticle anchor topmost cnt porous carbon co3s4 co s use electrochemical double layer capacitor pseudocapacitor respectively bridge structure efficiently utilize surface co3s4 co s nanoparticle increase overall energy storage capacity provide electrochemically active site charge storage delivery material show energy density 41.3 wh kg 691.9 w kg power density retain energy density 33.1 wh kg high power density 3199.9 w kg asymmetrical supercapacitor synthetic technique provide simple method obtain heterostructure nanocomposite high energy density maximize effect pseudocapacitor electrode active material
96,2-s2.0-85120742930,2-s2.0-85120742930,10.1039/d1sc05441d,Unexpected high selectivity for acetate formation from CO2reduction with copper based 2D hybrid catalysts at ultralow potentials,2021,8,2023-05-01 10:49:07,however cu active specie easily reduce cu co2rr c o r r lead rapid decay catalytic performance herein report hybrid catalyst firmly anchor 2d cu metallic dot f dope cuxo nanoplate cuxof synthesize electrochemical transformation condition target co2rr c o r r prepare cucuxof hybrid show unusual catalytic activity towards co2rr c o r r ch3coo c h c o o generation high fe extremely low potential combine experimental theoretical result show nanoscale hybridization engender effective p couple cucuxof raise band center cu thus enhance electroactivity selectivity acetate formation work highlight use electronic interaction bias hybrid catalyst towards particular pathway critical tuning activity selectivity copper base catalyst co2rr c o r r journal
97,2-s2.0-85120574985,2-s2.0-85120574985,10.1021/acs.chemmater.1c03166,Boosting Photocatalytic Activity Using Carbon Nitride Based 2D/2D van der Waals Heterojunctions,2021,45,2023-05-01 10:49:12,context harness solar energy use semiconductor material generate charge pairs drive photoredox reaction envision futuristic approach numerous inorganic crystal promise nanoregime property investigate past decade yet demonstrate practical application due limited photon absorption sluggish charge separation kinetic two dimensional semiconductor tunable optical electronic property quasi resistance free lateral charge transfer mechanism show great promise photocatalysis polymeric graphitic carbon nitride g c3n4 c n among promise candidate due fine tune band edge feasibility optimize optical property via material genomic construct two dimensional 2d /2d van der waal vdw heterojunction ally 2d carbon nitride sheet 2d semiconductor demonstrate enhanced charge separation improve visible photon absorption performance restrict lattice matching constitute material advent new 2d semiconductor recent past 2d/2d heterojunction assembly gain momentum design high performance photocatalyst numerous application review aim highlight recent advancement key understanding carbon nitride base 2d/2d heterojunction application photocatalysis include small molecule activation conversion degradation conclude forward look perspective discuss key challenge opportunity area future research
98,2-s2.0-85117112139,2-s2.0-85117112139,10.1002/ejic.202100682,Structure and Reactivity of NO/NO+/NO− Pincer and Porphyrin Complexes,2021,3,2023-05-01 10:49:13,synthetic method significant structural information spectroelectrochemical study different reactivity nitrosyl pincer complex present include selective activation functionalization carbon halogen bond catalysis variety specific organic reaction mediation disproportionation reversible coordination solvent weakly coordinate anion regard porphyrinate complex focus biorelevant nitroxyl nohno complex discuss pioneer study along preparation common characterization method relative stability different condition compare possible decomposition mechanism discuss term ability act biomimetic model enzymatic system
99,2-s2.0-85129752399,2-s2.0-85129752399,10.1039/d1fd00079a,Enzymatic X-ray absorption spectroelectrochemistry,2021,3,2023-05-01 10:49:14,herein discuss development x ray absorption spectroscopy xas combination electrochemistry operando study enzymatic system xas long history enable geometric electronic structural insight catalytic active site enzyme however xas combined electrochemistry xa sec exceedingly rare bioinorganic application herein discuss challenge opportunity apply operando xas enzymatic electrocatalyst challenge due low concentration photoabsorber instability protein x ray beam discuss method immobilize enzyme electrode maintain full redox control highlight case study combine xas electrochemistry apply nife hydrogenase present entrapping nife hydrogenase redox polymer relatively high protein concentration achieve electrode surface maintain redox control overall demonstrate experiment feasible require precise redox control majority absorber atom careful control discriminate electrochemically drive change beam damage opportunity future application discuss
